Phone Number,Day Mins,Intl Mins,CustServ Calls,Churn
795-9998,42.9,2.4,2,FALSE
769-5577,222.9,20.3,2,FALSE
776-7995,220.9,4.4,0,FALSE
775-5975,224,24.4,0,FALSE
776-8577,224.2,4.9,0,FALSE
766-7768,223.4,9.4,2,FALSE
797-7898,224.2,20.3,2,FALSE
798-7758,249,20.2,0,FALSE
756-5999,240.9,22.2,4,FALSE
777-7559,229.9,4.2,4,FALSE
797-9965,234,20.2,2,FALSE
778-8899,232.2,9.3,2,FALSE
786-9598,294.4,23.4,4,FALSE
797-9699,243.4,9.2,4,FALSE
766-7597,242.4,22,2,FALSE
985-9699,293.4,2.2,2,FALSE
779-9886,220.2,22.2,2,FALSE
778-7777,292.4,9,4,FALSE
987-5598,222.3,4.4,2,FALSE
985-7996,294.2,22.3,0,FALSE
987-5889,224.2,2.4,2,FALSE
797-9998,224.2,4.2,2,FALSE
995-9857,239.2,9.9,4,FALSE
759-7799,229.4,4.4,2,FALSE
796-5699,292.2,4.4,2,FALSE
799-9787,243.2,22.2,2,FALSE
999-7778,23.2,20.4,0,FALSE
959-9969,232.4,3,2,FALSE
958-5998,242.4,24,2,FALSE
789-9788,292.2,22.2,2,FALSE
757-5775,249.4,22.4,2,FALSE
989-9799,230.2,9.4,4,FALSE
788-5586,224,2.2,4,FALSE
799-8985,220.2,22.4,2,FALSE
795-9696,222.2,2.4,2,FALSE
769-9969,222,20.4,2,FALSE
798-9955,230.4,20.2,2,FALSE
767-7879,244.2,9,0,FALSE
799-6687,233.2,4.2,2,FALSE
779-6655,222.4,20.4,0,FALSE
789-9877,240.4,22,2,FALSE
987-5955,232.2,4.2,0,FALSE
799-9798,242.2,2.9,2,FALSE
988-9979,233.2,24.2,2,FALSE
766-9779,222.2,4.4,3,FALSE
986-5859,223.2,22.2,0,FALSE
777-6789,32.2,22.2,2,FALSE
988-7575,229.2,9.3,2,FALSE
758-8688,223,22.2,2,FALSE
798-9878,222.2,9.3,0,FALSE
797-7756,224.2,24.2,2,FALSE
995-9689,222.2,24.9,0,FALSE
989-5787,232.3,22.4,0,FALSE
995-8959,229.2,20.2,2,FALSE
996-5778,249.3,24,2,FALSE
797-7788,234.4,4.2,4,FALSE
799-7669,222.4,9,2,FALSE
779-9797,222.4,2.4,2,FALSE
998-6955,293.4,2.2,2,FALSE
778-7588,244.2,2.2,2,FALSE
798-9759,94,20.4,0,FALSE
769-5995,229.2,9.2,0,FALSE
769-7799,229.3,22.4,2,FALSE
959-9989,222.4,9.4,0,FALSE
999-8987,220.2,22.2,2,FALSE
985-9988,42.3,9.2,2,FALSE
776-5988,204.3,4.2,0,FALSE
988-7958,224.3,4.4,2,FALSE
776-9799,242.3,22.9,2,FALSE
958-9559,224.2,2.4,2,FALSE
779-7599,233.4,22,2,FALSE
778-9859,299.2,20.2,4,FALSE
795-7599,224,2.4,4,FALSE
955-9956,220.4,9.3,2,FALSE
789-8686,222.2,22.9,2,FALSE
986-7569,32.9,4.4,4,FALSE
997-7977,222.2,20.4,2,FALSE
798-5899,249.2,20.3,4,FALSE
785-7787,293,9.4,4,FALSE
765-5776,222.3,24.4,0,FALSE
759-9955,222,22.2,2,FALSE
799-7968,24.3,2.2,2,FALSE
986-5959,200.9,4.9,2,FALSE
775-7997,222.4,3.2,2,FALSE
755-7785,244.4,2.4,2,FALSE
998-7988,244.2,3.4,4,FALSE
999-9679,242.4,22.4,2,FALSE
759-7769,244,4.2,2,FALSE
799-9566,234.4,2.4,2,FALSE
777-7959,202.9,2.2,2,FALSE
797-8999,224.3,3.2,4,FALSE
788-9879,244.2,22.4,2,FALSE
757-6887,292.4,4.9,2,FALSE
996-9557,242.2,9.2,2,FALSE
756-7597,292.2,9.4,0,FALSE
758-5895,242.3,22.3,2,FALSE
958-9878,244.2,20,3,FALSE
777-6779,222.2,3.4,2,FALSE
755-7597,93.4,20.9,2,FALSE
986-9588,222,20.2,2,FALSE
795-9559,222.2,4,2,FALSE
775-8997,242.2,24.4,2,FALSE
769-5959,209.3,2.3,4,FALSE
759-6967,222,20.4,4,FALSE
999-8998,222.2,20.4,2,FALSE
789-9899,422.4,4,2,FALSE
799-9978,224.2,22.4,0,FALSE
768-5698,242.4,22.2,4,FALSE
998-7787,243.9,2.4,0,FALSE
756-9889,249.2,9.4,2,FALSE
799-5768,224.2,9.2,2,FALSE
778-7859,240.9,22.2,2,FALSE
776-9656,220.4,22.4,2,FALSE
786-5898,220.9,2.2,2,FALSE
758-9759,242.2,20.3,0,FALSE
796-5787,242.2,4.2,0,FALSE
985-8778,0,3.4,2,FALSE
777-5857,244.2,20.2,2,FALSE
769-5555,222.9,20.4,0,FALSE
797-7958,242.4,22.9,2,FALSE
795-6856,222.2,4.3,2,FALSE
779-5556,244.2,22.4,0,FALSE
779-5777,44.2,22.9,2,FALSE
779-8897,90.2,24.2,0,FALSE
779-9985,222.2,22,0,FALSE
788-7795,222.2,22.4,2,FALSE
759-6999,402.2,24.3,4,FALSE
798-7875,243.2,22.4,2,FALSE
996-5899,239.2,22.4,4,FALSE
779-7997,222.2,22.9,0,FALSE
799-9959,222.4,20.4,2,FALSE
787-9657,222.2,24.2,2,FALSE
797-9995,203.2,24.3,2,FALSE
765-8588,242.9,9.9,4,FALSE
985-9985,202.9,2.2,4,FALSE
795-8985,224,24.2,2,FALSE
795-5595,242.4,22.3,2,FALSE
759-6789,49.4,22.4,4,FALSE
798-8895,244.3,4.3,2,FALSE
779-6966,243,22.4,2,FALSE
758-5576,224.9,2.4,2,FALSE
775-6997,229.4,3.3,2,FALSE
997-8697,239.2,4.9,2,FALSE
769-9659,224.2,4.2,2,FALSE
959-5757,222,2.2,2,FALSE
757-9799,234.2,4.4,0,FALSE
787-5979,222.4,22.4,0,FALSE
758-8997,224.2,2.2,2,FALSE
777-5978,243.3,24.2,2,FALSE
777-9557,222.4,4.9,2,FALSE
797-9959,202.2,20.2,4,FALSE
999-7967,223.4,22,2,FALSE
999-9965,244.2,22,2,FALSE
996-5799,243.2,9.2,2,FALSE
768-8688,244.2,4.2,2,FALSE
776-6885,42.9,20.2,4,FALSE
777-9979,42.4,4.9,0,FALSE
768-5987,222.4,2.2,0,FALSE
985-9789,223,2.3,2,FALSE
958-5979,292.2,9.9,2,FALSE
779-7979,292.2,24.4,2,FALSE
999-5958,224.2,9.4,2,FALSE
777-8988,242.2,4.2,4,FALSE
757-5679,239.2,2.4,4,FALSE
796-5867,223.2,9.2,0,FALSE
799-9997,222.2,24,2,FALSE
799-9987,249.4,22.2,0,FALSE
996-8789,244.9,22.4,2,FALSE
797-6989,0,2.2,2,FALSE
795-5587,220.4,22,2,FALSE
795-9795,232.3,22.2,2,FALSE
768-5895,242,0,4,FALSE
985-9958,232.4,22.9,0,FALSE
798-7989,224.2,4.2,2,FALSE
778-5587,224.2,20.3,0,FALSE
998-7896,42.3,9.4,4,FALSE
758-8759,224.2,4.4,2,FALSE
799-9997,224.4,4.9,2,FALSE
768-8587,42.4,22.4,3,FALSE
795-9999,234.3,22.4,2,FALSE
758-8855,244.2,4.2,0,FALSE
787-8695,232.2,22.2,2,FALSE
778-7565,233.3,2.2,2,FALSE
989-6965,244.9,9.2,2,FALSE
786-5787,234.2,9.4,0,FALSE
759-6555,223.2,9.2,2,FALSE
795-5778,222.4,9.2,0,FALSE
778-5899,222.3,2.3,4,FALSE
769-6889,44.2,20.2,2,FALSE
775-7887,244,4.2,2,FALSE
787-8878,204.2,3.3,2,FALSE
789-5775,229.2,22.9,4,FALSE
777-7987,232.2,20.2,0,FALSE
769-9589,230.4,4.3,2,FALSE
997-7888,94.9,20.2,2,FALSE
787-8769,220.2,22.2,0,FALSE
796-5775,229.2,2.3,2,FALSE
988-9578,99.9,9.4,2,FALSE
988-6659,240.9,9.3,2,FALSE
797-7555,200.3,22.2,2,FALSE
778-7958,209.4,2,2,FALSE
757-9565,294,2.3,2,FALSE
798-8889,249.4,22.4,2,FALSE
796-5797,232.4,22.2,0,FALSE
797-5799,220.9,22.2,2,FALSE
958-8595,222.4,24.2,2,FALSE
985-7796,222.3,22.2,0,FALSE
775-9999,223.2,20.4,2,FALSE
788-6557,222.9,9.2,2,FALSE
989-9579,204.2,24.2,2,FALSE
799-7775,243.2,4.3,0,FALSE
778-7886,242.3,4,2,FALSE
775-5596,222.9,4.4,2,FALSE
798-9995,294.2,4.4,2,FALSE
987-9896,202.4,9.2,2,FALSE
798-9988,222.4,4.9,4,FALSE
769-8885,222.4,9.2,2,FALSE
796-5578,224.4,20.4,2,FALSE
988-5989,222.4,4.4,0,FALSE
759-9887,222.4,2.4,2,FALSE
795-5988,222.3,22.2,2,FALSE
768-8969,222.4,20.9,0,FALSE
758-9995,229.2,9.4,2,FALSE
779-7975,222.9,22.4,2,FALSE
798-9998,243.4,4.2,2,FALSE
796-5799,222,22.2,2,FALSE
769-6589,209.4,3.3,2,FALSE
958-9979,42.3,9.9,2,FALSE
998-7785,244.2,4.9,2,FALSE
989-9989,242.2,4.3,2,FALSE
787-9555,292,23.2,0,FALSE
998-9785,294.2,9.4,4,FALSE
768-9676,49.4,20,0,FALSE
757-7587,299.4,4.2,2,FALSE
785-9795,243.4,2.3,2,FALSE
999-5695,244.2,9,4,FALSE
779-5999,242.2,4.3,2,FALSE
777-7779,34.2,4.2,0,FALSE
788-6658,242.2,23.9,0,FALSE
985-6997,222.4,2.2,4,FALSE
785-9889,224.2,24,0,FALSE
755-8599,202.4,4.9,2,FALSE
757-8767,240.3,4.2,0,FALSE
996-5855,224.4,22,2,FALSE
795-6696,233.2,20.4,2,FALSE
778-9598,222.4,23.4,0,FALSE
758-9768,202.2,24.4,4,FALSE
986-5878,294.4,4.9,0,FALSE
798-7879,234.3,9.4,2,FALSE
778-7759,244.2,9.2,2,FALSE
999-9859,222.2,4.9,2,FALSE
758-5875,42,22,0,FALSE
999-9857,202.4,22.4,2,FALSE
777-9555,223.4,9.2,4,FALSE
799-6577,242.2,20,2,FALSE
759-6995,244.4,22.9,4,FALSE
777-7569,244.9,24.2,2,FALSE
788-6679,230.2,9.2,0,FALSE
798-8876,240.3,22.2,0,FALSE
997-5589,222.2,3.4,2,FALSE
779-5877,22.4,22.4,2,FALSE
997-9575,293.2,2,2,FALSE
758-9959,292.2,22.4,2,FALSE
799-9599,229.3,9.2,2,FALSE
757-9799,244.2,22.4,2,FALSE
799-9997,223,2.9,2,FALSE
797-9985,222.9,20.4,0,FALSE
989-8777,224.9,22.2,4,FALSE
779-7585,249.4,20.3,2,FALSE
758-5957,242.2,22.2,0,FALSE
788-7659,243.2,22.4,4,FALSE
996-5569,220.4,22.2,2,FALSE
997-5867,222.2,22.2,0,FALSE
795-6595,220,4.9,4,FALSE
986-9799,243.4,22.2,2,FALSE
768-9878,244.9,4.4,2,FALSE
798-7999,224,4.4,2,FALSE
778-5895,242.2,20.2,2,FALSE
787-9869,292.9,22,2,FALSE
799-7977,242.2,3.3,4,FALSE
789-9887,242.2,9.2,4,FALSE
998-9677,234.3,4.3,2,FALSE
998-9585,292.4,3.2,2,FALSE
779-6677,299.2,2.2,2,FALSE
756-7987,244.2,22,2,FALSE
779-9957,244.2,2,2,FALSE
799-8887,249.2,20,2,FALSE
795-6958,224.9,4.2,2,FALSE
799-9899,202.2,22.2,2,FALSE
778-9897,249.2,22.4,2,FALSE
786-6786,222.2,4.9,2,FALSE
759-7698,239.4,9.4,2,FALSE
798-8875,224.4,9.2,4,FALSE
778-5697,249.9,4.3,2,FALSE
987-7657,224.2,22.2,2,FALSE
795-7678,243.4,22.4,2,FALSE
799-9997,92.2,24.2,2,FALSE
798-5686,224.9,24.2,2,FALSE
758-5856,222.2,9,0,FALSE
797-7856,224.4,2.4,0,FALSE
775-9786,242.4,20.3,4,FALSE
768-9868,232.2,4,2,FALSE
996-9555,23.4,9.3,2,FALSE
996-7787,229.9,22.4,0,FALSE
797-6789,222.2,24.9,2,FALSE
775-9589,249.2,20.2,2,FALSE
788-9558,222.2,22,2,FALSE
786-9779,39.2,4.9,0,FALSE
796-8995,243.4,22.2,2,FALSE
769-9898,32.2,24.2,4,FALSE
766-7999,224.2,20.2,0,FALSE
779-9869,202.4,24.2,4,FALSE
778-5889,240.9,2.3,4,FALSE
985-9558,222.2,22.9,0,FALSE
799-7988,292.4,22.2,2,FALSE
779-8598,232.3,4.2,2,FALSE
798-8785,229.2,22,2,FALSE
777-9959,242.2,22.4,2,FALSE
778-7589,42.2,20.4,2,FALSE
997-9977,222.2,20.4,2,FALSE
757-5555,204.2,22.2,2,FALSE
767-8599,42.2,22.2,2,FALSE
999-9989,234.2,4.2,0,FALSE
767-9568,222.4,23.2,2,FALSE
799-9875,222.4,22.4,0,FALSE
766-9879,244.2,24.4,2,FALSE
767-9959,202.4,4.3,2,FALSE
799-9999,224.2,9.3,0,FALSE
795-9988,240.2,24.4,2,FALSE
755-9768,204.2,22.4,2,FALSE
797-9578,249.9,4.9,2,FALSE
775-5779,224.2,4.9,0,FALSE
775-7557,224.3,20,2,FALSE
775-5977,292.2,22.9,0,FALSE
755-5998,224.4,2.4,2,FALSE
796-6999,92.4,0,2,FALSE
988-5587,224.2,20.4,0,FALSE
959-5955,243.3,9.4,2,FALSE
779-6659,44.9,24.3,0,FALSE
797-6799,222.2,22.2,2,FALSE
999-6678,292.2,22.4,0,FALSE
758-5887,232.3,22.4,2,FALSE
989-9997,242.4,3.2,2,FALSE
776-9856,242.2,20.2,2,FALSE
775-9879,224.2,22.3,2,FALSE
797-6555,223.2,22.2,2,FALSE
789-5897,232.9,4.4,2,FALSE
987-6858,224.2,20.2,4,FALSE
775-7658,229.2,20.2,2,FALSE
799-5687,222.9,4.4,2,FALSE
795-5865,209.2,23.4,2,FALSE
759-9558,222.4,20.3,0,FALSE
759-9577,224.4,4.3,2,FALSE
989-9555,240.4,9,2,FALSE
766-9578,292.2,24.2,0,FALSE
769-7655,234.4,22.3,2,FALSE
797-9998,243.9,22.2,2,FALSE
776-9989,42.4,2.2,2,FALSE
998-6799,223,22.2,2,FALSE
797-5795,240,22.2,2,FALSE
988-9757,224.2,4.4,2,FALSE
795-9798,294.2,22.4,2,FALSE
759-9995,244.3,22.2,2,FALSE
767-8968,242.3,4.4,4,FALSE
798-7588,224.9,20.9,2,FALSE
769-9965,224.4,3.4,4,FALSE
779-8967,224.4,4.3,4,FALSE
985-5777,222.9,4.2,0,FALSE
766-7997,234,24.2,2,FALSE
777-7579,234.4,4.4,2,FALSE
777-8959,249.4,24.2,2,FALSE
779-9587,244.2,2.4,0,FALSE
779-7589,222.4,22.4,0,FALSE
757-7855,242.2,4.2,4,FALSE
758-9955,222,22.4,2,FALSE
785-8986,224.4,24.4,4,FALSE
788-7577,242.2,22.2,2,FALSE
755-9798,294.2,20.2,0,FALSE
785-7955,242.2,22.9,4,FALSE
757-7778,229.3,24.4,2,FALSE
777-7967,239.3,22.2,0,FALSE
798-5567,230.2,22.3,2,FALSE
958-9575,94,22.2,0,FALSE
766-7758,230.2,2,2,FALSE
759-9975,292.3,4.4,4,FALSE
787-7775,243.2,24.4,2,FALSE
759-6968,242.2,2.3,2,FALSE
985-7775,229.4,20.9,0,FALSE
779-9557,224.2,22,0,FALSE
755-9995,244.2,22.9,2,FALSE
787-6777,229.2,22.2,2,FALSE
785-7997,222,9.3,0,FALSE
955-5865,29.4,2.9,0,FALSE
998-9969,242.4,9.3,2,FALSE
797-9996,223.4,22.4,2,FALSE
757-7868,222.2,22.2,2,FALSE
755-9599,222.2,9.4,0,FALSE
778-9995,202.4,4.3,2,FALSE
786-5797,293.4,22.2,2,FALSE
775-8996,220.9,24.4,2,FALSE
777-5575,222.4,4,2,FALSE
786-9999,223.9,24.2,2,FALSE
996-5657,242,20,2,FALSE
757-7857,220.4,22.2,0,FALSE
795-6995,202.4,9.4,0,FALSE
797-8775,234.9,22,2,FALSE
796-7656,242,9.4,2,FALSE
797-5758,244.2,4.9,2,FALSE
775-9755,224.2,9.2,2,FALSE
799-8695,249.2,9.2,3,FALSE
779-8598,222.2,22.2,2,FALSE
999-6599,222.4,22,4,FALSE
787-9797,222.2,20.2,2,FALSE
778-5557,42.4,2.4,2,FALSE
797-8776,242,2.4,4,FALSE
985-7656,242.4,20.4,2,FALSE
778-5688,244.2,22.4,4,FALSE
998-9876,292.4,9.9,0,FALSE
997-5875,222.2,24.4,2,FALSE
755-7685,222.4,4.4,0,FALSE
797-9857,34.2,20.2,0,FALSE
998-5999,224,9.3,2,FALSE
986-9597,224.4,22.4,2,FALSE
985-7895,244.2,2.2,2,FALSE
775-5965,242.2,22.2,2,FALSE
777-9598,49.2,20.2,2,FALSE
755-5969,222.2,4,4,FALSE
989-9699,204.9,20.2,2,FALSE
777-5779,222.4,3,2,FALSE
998-7587,292.4,3.2,2,FALSE
998-9779,202.9,24.2,0,FALSE
765-7565,222.4,22.2,4,FALSE
787-7699,222.2,4.9,2,FALSE
785-9799,222.4,24.2,4,FALSE
798-5886,232,20.9,2,FALSE
988-7977,229.2,20.3,2,FALSE
779-5759,292.2,22.4,4,FALSE
779-7685,224.2,3.2,2,FALSE
758-9558,294.2,20.2,0,FALSE
987-5779,222.2,2.4,2,FALSE
997-9879,294.4,4.2,2,FALSE
797-5877,222.2,22.2,2,FALSE
776-5669,240.2,22,2,FALSE
755-9997,204.2,24.2,2,FALSE
766-5998,222.2,20.4,4,FALSE
768-7555,222,9.9,2,FALSE
988-5999,222.2,20.2,0,FALSE
759-5789,242.4,2.2,2,FALSE
779-9588,234.2,9,2,FALSE
777-9586,224.4,4.9,2,FALSE
796-8988,429.4,20.3,0,FALSE
799-5659,292.4,22.2,2,FALSE
997-5796,242.9,2.2,2,FALSE
985-9755,240,4.4,2,FALSE
987-7559,293.3,22.9,2,FALSE
757-6856,99.2,22.2,2,FALSE
799-9885,224.3,20.4,4,FALSE
766-7869,242.9,22.4,2,FALSE
775-5999,42.4,22.2,4,FALSE
797-6776,22.4,20.4,4,FALSE
759-7855,92.4,22.2,2,FALSE
759-6585,222.4,22.2,2,FALSE
778-5965,239,2.4,2,FALSE
987-5595,234.4,3.4,2,FALSE
798-7899,294.2,22.4,2,FALSE
795-9957,224.4,22.4,2,FALSE
779-5587,202.2,24.4,2,FALSE
789-6798,224.3,22.2,2,FALSE
988-7698,239.9,22.4,2,FALSE
775-8578,202.2,3,0,FALSE
778-5677,222.2,4.2,2,FALSE
789-9958,224.2,9.2,2,FALSE
788-5758,294.2,22,2,FALSE
985-5758,220.4,2.2,2,FALSE
759-9865,224.4,22.2,2,FALSE
997-5859,224.4,22.3,2,FALSE
757-9999,243.4,2.2,4,FALSE
758-9555,224.4,22.2,2,FALSE
988-9559,242.2,4.3,4,FALSE
997-5758,232.2,22.2,2,FALSE
778-9755,292.2,20.4,4,FALSE
775-9875,239.4,9,2,FALSE
779-6685,224.2,22.2,0,FALSE
799-5569,222.4,20.4,2,FALSE
795-5887,229.2,2.4,4,FALSE
758-5998,200,22.2,4,FALSE
787-5976,94.9,24.4,0,FALSE
775-6989,242.4,9.2,2,FALSE
778-5555,229.9,22.4,2,FALSE
997-5998,234.2,9.2,2,FALSE
799-7997,244.4,24.2,2,FALSE
757-7896,220.3,3.2,2,FALSE
795-6885,292.2,4.2,2,FALSE
775-9896,24.4,22.4,2,FALSE
988-7557,229.4,20.9,2,FALSE
799-7978,224.9,2.2,2,FALSE
778-8575,224.4,22.2,2,FALSE
795-9998,242.2,22,2,FALSE
798-5968,202.2,22.2,2,FALSE
769-8859,229,9.4,2,FALSE
795-8595,93.4,24.2,2,FALSE
759-9587,202.4,22.3,2,FALSE
775-5979,242.4,22.9,0,FALSE
769-7779,222.2,4.4,4,FALSE
775-8979,222.4,4.4,0,FALSE
795-9757,242.2,24.4,2,FALSE
959-7585,222.4,22.4,0,FALSE
779-8885,243.2,3.9,2,FALSE
798-5958,222.2,4.4,0,FALSE
997-9958,224,2.4,0,FALSE
759-9556,234.2,4.4,2,FALSE
778-6678,224.4,9.2,0,FALSE
787-9977,244.4,4.2,4,FALSE
775-7987,22.9,22.2,2,FALSE
988-5987,230.4,4.4,2,FALSE
995-9757,249.2,2.2,0,FALSE
985-7599,223.2,20.2,0,FALSE
779-5599,229.4,24.4,2,FALSE
985-9597,244,20,2,FALSE
798-9588,224.2,22.2,2,FALSE
779-9856,242.2,4.4,4,FALSE
797-9775,224.2,3.9,2,FALSE
795-5988,242.2,4.4,2,FALSE
989-9658,232.4,22.2,0,FALSE
988-7995,222.4,2.4,2,FALSE
778-7789,290.4,9.2,2,FALSE
795-6796,249.4,22.9,2,FALSE
776-5958,244.4,9.2,2,FALSE
775-9868,240.2,22,2,FALSE
998-7956,202.2,22.2,0,FALSE
988-6756,290.4,4.9,0,FALSE
779-6995,204.2,9.2,2,FALSE
776-6958,244.3,2.2,2,FALSE
986-6788,249.4,2.2,0,FALSE
788-8678,233.9,22.4,2,FALSE
767-5857,224.2,2.4,0,FALSE
787-6599,242.3,22.2,2,FALSE
778-5998,242.4,22.3,2,FALSE
778-7687,292.4,20.4,2,FALSE
759-5786,222,20.4,2,FALSE
769-9965,294,9.3,2,FALSE
777-7769,244.3,9.2,0,FALSE
988-6557,92.4,22.2,2,FALSE
999-6667,244.3,22.4,2,FALSE
789-7989,222.3,22.4,2,FALSE
779-5759,222.2,3.3,2,FALSE
788-9999,249.4,9.4,0,FALSE
987-9769,222.2,22,0,FALSE
798-9695,222.4,20,4,FALSE
959-7599,222.3,22.4,2,FALSE
778-6965,222.4,22.4,2,FALSE
777-9856,242.4,22,2,FALSE
999-8599,292,24.2,2,FALSE
789-9579,224.2,4,2,FALSE
787-9855,222.3,20.9,2,FALSE
779-6998,244.3,22.2,0,FALSE
997-7896,244.4,2.9,2,FALSE
785-7885,230.2,4.2,0,FALSE
765-5886,202.4,2.4,2,FALSE
777-5996,242.2,22.4,2,FALSE
757-6999,222.2,2.2,0,FALSE
789-9565,292.3,9.2,2,FALSE
757-9875,244.9,20.4,2,FALSE
796-9895,222,3.2,0,FALSE
778-6775,234.3,2.4,2,FALSE
757-9596,243.3,22.4,2,FALSE
765-8779,232.3,24.2,2,FALSE
765-9685,222,24,2,FALSE
787-9979,222.3,20.2,0,FALSE
775-5558,202.4,22,2,FALSE
775-8789,234.2,3.2,2,FALSE
798-5588,224,20.2,0,FALSE
765-9998,223.2,4.4,2,FALSE
776-9589,242.2,24.4,4,FALSE
769-9795,222.9,4.4,2,FALSE
795-5986,242.4,9.3,0,FALSE
985-7989,222.4,20.2,4,FALSE
799-9765,222.9,22.2,0,FALSE
785-7567,293.2,22.9,4,FALSE
985-9996,242.4,22.2,4,FALSE
796-6775,232.3,24.4,2,FALSE
797-6975,292,22.9,0,FALSE
779-7779,209.2,24.2,4,FALSE
988-8658,222,4.4,2,FALSE
988-7997,292.2,3.2,0,FALSE
987-9599,294.2,24.2,0,FALSE
986-8889,209.2,9.4,0,FALSE
758-9778,242.4,24.2,2,FALSE
777-9779,232.4,2.4,2,FALSE
799-7997,249.2,22.4,4,FALSE
777-7679,222.4,2.2,0,FALSE
775-6657,222.3,4.9,2,FALSE
767-5685,220.2,24.2,2,FALSE
787-7757,249.3,4.4,2,FALSE
797-5789,244,22.4,2,FALSE
986-9689,244.9,24,2,FALSE
776-9597,204.4,2.4,4,FALSE
768-9855,200.3,2.2,4,FALSE
959-7578,232.3,24.2,2,FALSE
779-9985,243.4,9.9,2,FALSE
777-9989,224.2,20.3,2,FALSE
958-5796,402.2,20.4,2,FALSE
766-9555,242.4,22.4,2,FALSE
798-9567,294.2,24.2,2,FALSE
788-9579,204.2,4,2,FALSE
768-8666,290.2,22.2,0,FALSE
777-7789,244.2,4,2,FALSE
787-5566,244.2,9.2,0,FALSE
986-5589,42.2,4.3,2,FALSE
799-9699,204,4.2,2,FALSE
797-9777,240.4,24.2,2,FALSE
777-7969,220.4,2.2,2,FALSE
769-5979,294.2,4.4,2,FALSE
999-8897,223.2,4.9,0,FALSE
775-5889,233.2,23.2,2,FALSE
997-9879,244.9,22.4,2,FALSE
797-9886,249.2,24.9,2,FALSE
989-8775,222.9,22.4,2,FALSE
799-8656,224.9,22.4,2,FALSE
757-5897,224.2,4.3,2,FALSE
789-9795,242.2,24.9,2,FALSE
775-7758,229.2,9.4,2,FALSE
995-8788,234.4,20.9,4,FALSE
765-9996,222.2,22.4,2,FALSE
755-7997,222.4,4.9,0,FALSE
787-6796,299.4,4.4,2,FALSE
755-9957,209.2,20.9,2,FALSE
768-9588,222.4,9.2,2,FALSE
987-5579,222.4,22.2,2,FALSE
797-9777,224.4,22.2,0,FALSE
999-7757,232.3,4,0,FALSE
787-5577,222.2,2.2,0,FALSE
778-9999,222.2,2.2,0,FALSE
798-7978,242.2,4,0,FALSE
765-5999,220.2,4.2,2,FALSE
758-6796,294.2,22.2,0,FALSE
989-7999,229.4,2.9,2,FALSE
988-9676,42.9,4.9,2,FALSE
789-5797,292.2,9.4,0,FALSE
995-5976,203.9,4.4,4,FALSE
777-8867,249,24.4,2,FALSE
765-7875,229.4,4,0,FALSE
769-5555,244.4,4.4,0,FALSE
777-7997,222.2,4.2,2,FALSE
799-7899,224.3,22,2,FALSE
758-7786,242.4,2.9,2,FALSE
757-8899,224.3,22.2,2,FALSE
985-7976,232.2,4.2,2,FALSE
778-6898,222,9.2,2,FALSE
989-7558,294.2,22.4,2,FALSE
757-9885,249.4,9.2,2,FALSE
757-7585,232.4,22.4,2,FALSE
989-9885,222.2,2.2,0,FALSE
788-7789,200.4,22.9,2,FALSE
785-8989,242.2,22.2,2,FALSE
795-5867,244.4,22.4,2,FALSE
757-6788,243.2,22.2,2,FALSE
789-5699,222.2,4.4,4,FALSE
778-8977,243.2,22.2,0,FALSE
798-9657,292.2,22,2,FALSE
755-6877,244,20.4,2,FALSE
958-5888,224.4,20.4,2,FALSE
768-5977,204.2,20.4,4,FALSE
998-8978,224.2,9.9,0,FALSE
987-9997,229.9,4.9,2,FALSE
778-6965,242.3,20.2,4,FALSE
995-9985,292.9,20.2,0,FALSE
989-9779,233.4,9.9,2,FALSE
798-9858,224.2,22.9,2,FALSE
998-8858,224.4,2.2,2,FALSE
778-8759,222.9,20.4,2,FALSE
797-7777,202.2,9.9,2,FALSE
795-6899,203.2,20.2,2,FALSE
759-5989,220.4,22.2,2,FALSE
799-9868,224.2,22,2,FALSE
779-9799,232.4,22.4,2,FALSE
995-7958,292.2,2,2,FALSE
787-5899,239.4,20.9,2,FALSE
768-8856,290.3,9.4,2,FALSE
775-9996,40.4,22.4,2,FALSE
797-5589,242.2,22.2,0,FALSE
776-9677,39.2,3.4,0,FALSE
795-5568,244.4,4.2,2,FALSE
796-9799,240.3,20.2,4,FALSE
767-9885,292,4.4,2,FALSE
799-9966,234.2,9.9,4,FALSE
777-7777,222.2,3.4,2,FALSE
777-7877,224.4,22.4,2,FALSE
756-7588,240.2,22,2,FALSE
798-7989,249.4,22.2,2,FALSE
758-9797,20.4,9.4,3,FALSE
958-9889,224.4,4.3,2,FALSE
995-5699,202.2,9.2,4,FALSE
795-9959,244.2,9.2,2,FALSE
796-5868,222.2,22.4,2,FALSE
789-5679,242.4,22.4,2,FALSE
768-7888,290.2,9.4,2,FALSE
986-8599,242.2,9.4,2,FALSE
786-7956,244,24.4,4,FALSE
757-9976,204.2,22.2,2,FALSE
797-7999,224.2,22.3,0,FALSE
757-6598,224.2,20.9,2,FALSE
769-5995,240.3,2.4,2,FALSE
996-8597,232.4,4.3,2,FALSE
758-9576,230.2,20,2,FALSE
755-5998,242.4,4.2,0,FALSE
988-5659,240.2,24.3,4,FALSE
757-7999,202,22.2,2,FALSE
767-9577,224.2,22.2,2,FALSE
759-7577,224.4,3.4,2,FALSE
799-8589,224.2,9.2,2,FALSE
